day,team_1,team_2,rpi_1,rpi_2,sos_1,sos_2,history,seed_1,W_1,L_1,n_played_1,H_W_1,H_L_1,A_W_1,A_L_1,N_W_1,N_L_1,avg_ppg_1,avg_ppga_1,avg_fgm_1,avg_fga_1,avg_fgm3_1,avg_fga3_1,avg_ftm_1,avg_fta_1,avg_or_1,avg_dr_1,avg_ast_1,avg_to_1,avg_stl_1,avg_blk_1,avg_pf_1,W_last_8_1,L_last_8_1,n_played_last_8_1,H_W_last_8_1,H_L_last_8_1,A_W_last_8_1,A_L_last_8_1,N_W_last_8_1,N_L_last_8_1,avg_ppg_last_8_1,avg_ppga_last_8_1,avg_fgm_last_8_1,avg_fga_last_8_1,avg_fgm3_last_8_1,avg_fga3_last_8_1,avg_ftm_last_8_1,avg_fta_last_8_1,avg_or_last_8_1,avg_dr_last_8_1,avg_ast_last_8_1,avg_to_last_8_1,avg_stl_last_8_1,avg_blk_last_8_1,avg_pf_last_8_1,seed_2,W_2,L_2,n_played_2,H_W_2,H_L_2,A_W_2,A_L_2,N_W_2,N_L_2,avg_ppg_2,avg_ppga_2,avg_fgm_2,avg_fga_2,avg_fgm3_2,avg_fga3_2,avg_ftm_2,avg_fta_2,avg_or_2,avg_dr_2,avg_ast_2,avg_to_2,avg_stl_2,avg_blk_2,avg_pf_2,W_last_8_2,L_last_8_2,n_played_last_8_2,H_W_last_8_2,H_L_last_8_2,A_W_last_8_2,A_L_last_8_2,N_W_last_8_2,N_L_last_8_2,avg_ppg_last_8_2,avg_ppga_last_8_2,avg_fgm_last_8_2,avg_fga_last_8_2,avg_fgm3_last_8_2,avg_fga3_last_8_2,avg_ftm_last_8_2,avg_fta_last_8_2,avg_or_last_8_2,avg_dr_last_8_2,avg_ast_last_8_2,avg_to_last_8_2,avg_stl_last_8_2,avg_blk_last_8_2,avg_pf_last_8_2,result
134.79544089930764,Villanova,Virginia,0.66,0.619,10.6,12.3,1.0,1.0,31.0,3.0,34.0,14.0,2.0,9.0,1.0,8.0,0.0,77.6764705882,62.7941176471,26.8529411765,54.0294117647,8.82352941176,23.8235294118,15.1470588235,19.0882352941,8.55882352941,24.7941176471,14.2941176471,11.2058823529,7.23529411765,3.08823529412,14.2058823529,7.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,78.75,63.0,26.75,52.75,8.25,22.625,17.0,22.25,7.875,23.625,12.875,11.0,8.0,2.875,12.875,5.0,22.0,10.0,32.0,12.0,5.0,7.0,4.0,3.0,1.0,66.59375,55.625,24.90625,53.65625,7.0,17.8125,9.78125,13.8125,8.8125,24.125,14.25,9.53125,5.65625,4.0625,16.25,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,58.375,57.25,20.875,54.5,7.5,19.375,9.125,12.875,9.875,22.0,11.75,8.0,5.0,3.25,16.5,win
134.79544089930764,Virginia,Villanova,0.619,0.66,12.3,10.6,-1.0,5.0,22.0,10.0,32.0,12.0,5.0,7.0,4.0,3.0,1.0,66.59375,55.625,24.90625,53.65625,7.0,17.8125,9.78125,13.8125,8.8125,24.125,14.25,9.53125,5.65625,4.0625,16.25,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,58.375,57.25,20.875,54.5,7.5,19.375,9.125,12.875,9.875,22.0,11.75,8.0,5.0,3.25,16.5,1.0,31.0,3.0,34.0,14.0,2.0,9.0,1.0,8.0,0.0,77.6764705882,62.7941176471,26.8529411765,54.0294117647,8.82352941176,23.8235294118,15.1470588235,19.0882352941,8.55882352941,24.7941176471,14.2941176471,11.2058823529,7.23529411765,3.08823529412,14.2058823529,7.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,78.75,63.0,26.75,52.75,8.25,22.625,17.0,22.25,7.875,23.625,12.875,11.0,8.0,2.875,12.875,lose
134.5750086090882,S Methodist,Duke,0.622,0.637,6.0,12.5,0.0,6.0,30.0,4.0,34.0,18.0,3.0,8.0,0.0,4.0,1.0,74.5294117647,59.8235294118,26.1764705882,55.2647058824,8.14705882353,20.0588235294,14.0294117647,20.1764705882,11.9411764706,26.4117647059,16.3529411765,10.8529411765,5.73529411765,3.44117647059,14.4117647059,8.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,80.375,65.75,27.5,53.0,8.5,19.5,16.875,24.125,9.125,25.625,15.625,9.125,4.25,3.5,14.625,2.0,27.0,8.0,35.0,15.0,6.0,3.0,1.0,9.0,1.0,80.6571428571,69.8285714286,27.6571428571,58.0,8.22857142857,21.8857142857,17.1142857143,22.5714285714,10.4571428571,25.8571428571,13.0857142857,11.2857142857,5.91428571429,4.48571428571,18.0571428571,5.0,3.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,76.375,74.25,26.125,58.0,7.0,20.25,17.125,22.25,10.875,24.125,10.125,10.375,6.125,4.625,17.0,win
134.5750086090882,Duke,S Methodist,0.637,0.622,12.5,6.0,0.0,2.0,27.0,8.0,35.0,15.0,6.0,3.0,1.0,9.0,1.0,80.6571428571,69.8285714286,27.6571428571,58.0,8.22857142857,21.8857142857,17.1142857143,22.5714285714,10.4571428571,25.8571428571,13.0857142857,11.2857142857,5.91428571429,4.48571428571,18.0571428571,5.0,3.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,76.375,74.25,26.125,58.0,7.0,20.25,17.125,22.25,10.875,24.125,10.125,10.375,6.125,4.625,17.0,6.0,30.0,4.0,34.0,18.0,3.0,8.0,0.0,4.0,1.0,74.5294117647,59.8235294118,26.1764705882,55.2647058824,8.14705882353,20.0588235294,14.0294117647,20.1764705882,11.9411764706,26.4117647059,16.3529411765,10.8529411765,5.73529411765,3.44117647059,14.4117647059,8.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,80.375,65.75,27.5,53.0,8.5,19.5,16.875,24.125,9.125,25.625,15.625,9.125,4.25,3.5,14.625,lose
134.18498924312428,Gonzaga,Notre Dame,0.645,0.607,7.3,10.3,0.0,1.0,32.0,1.0,33.0,15.0,0.0,9.0,1.0,8.0,0.0,84.5757575758,61.1515151515,30.3636363636,58.6363636364,7.30303030303,19.1212121212,16.5454545455,22.4242424242,9.36363636364,30.9393939394,16.0303030303,11.303030303,7.15151515152,4.45454545455,16.4545454545,7.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,81.5,59.625,28.875,54.5,5.625,15.0,18.125,24.75,7.0,33.25,13.375,11.375,6.375,4.625,14.875,5.0,25.0,9.0,34.0,16.0,3.0,5.0,2.0,4.0,4.0,78.0,69.2058823529,27.5588235294,59.7941176471,9.41176470588,24.4117647059,13.4705882353,16.8529411765,9.32352941176,24.4411764706,16.0,9.44117647059,7.17647058824,3.76470588235,14.8529411765,6.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,74.0,68.875,26.375,59.375,9.25,26.375,12.0,15.875,8.75,22.125,14.0,8.0,7.875,2.25,12.625,win
134.18498924312428,Notre Dame,Gonzaga,0.607,0.645,10.3,7.3,0.0,5.0,25.0,9.0,34.0,16.0,3.0,5.0,2.0,4.0,4.0,78.0,69.2058823529,27.5588235294,59.7941176471,9.41176470588,24.4117647059,13.4705882353,16.8529411765,9.32352941176,24.4411764706,16.0,9.44117647059,7.17647058824,3.76470588235,14.8529411765,6.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,74.0,68.875,26.375,59.375,9.25,26.375,12.0,15.875,8.75,22.125,14.0,8.0,7.875,2.25,12.625,1.0,32.0,1.0,33.0,15.0,0.0,9.0,1.0,8.0,0.0,84.5757575758,61.1515151515,30.3636363636,58.6363636364,7.30303030303,19.1212121212,16.5454545455,22.4242424242,9.36363636364,30.9393939394,16.0303030303,11.303030303,7.15151515152,4.45454545455,16.4545454545,7.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,81.5,59.625,28.875,54.5,5.625,15.0,18.125,24.75,7.0,33.25,13.375,11.375,6.375,4.625,14.875,lose
134.87868243387084,Florida St,Arizona,0.638,0.644,10.2,7.6,0.0,3.0,25.0,8.0,33.0,18.0,6.0,3.0,0.0,4.0,2.0,82.4545454545,71.2727272727,29.7575757576,61.5757575758,6.87878787879,19.303030303,16.0606060606,23.2121212121,11.7878787879,25.9393939394,14.696969697,11.8181818182,7.36363636364,5.09090909091,19.4242424242,4.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,75.125,73.375,28.375,61.5,5.25,17.75,13.125,19.375,11.625,25.125,13.0,10.625,6.25,4.125,19.125,2.0,30.0,4.0,34.0,15.0,1.0,9.0,1.0,6.0,2.0,76.2647058824,65.4411764706,26.2058823529,55.0882352941,6.73529411765,16.9411764706,17.1176470588,22.5882352941,10.2941176471,26.4705882353,13.7941176471,11.4411764706,5.5,3.23529411765,16.9705882353,7.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,81.25,71.75,27.75,57.0,7.875,18.125,17.875,24.5,10.125,26.375,13.25,10.0,4.75,3.625,19.125,win
134.87868243387084,Arizona,Florida St,0.644,0.638,7.6,10.2,0.0,2.0,30.0,4.0,34.0,15.0,1.0,9.0,1.0,6.0,2.0,76.2647058824,65.4411764706,26.2058823529,55.0882352941,6.73529411765,16.9411764706,17.1176470588,22.5882352941,10.2941176471,26.4705882353,13.7941176471,11.4411764706,5.5,3.23529411765,16.9705882353,7.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,81.25,71.75,27.75,57.0,7.875,18.125,17.875,24.5,10.125,26.375,13.25,10.0,4.75,3.625,19.125,3.0,25.0,8.0,33.0,18.0,6.0,3.0,0.0,4.0,2.0,82.4545454545,71.2727272727,29.7575757576,61.5757575758,6.87878787879,19.303030303,16.0606060606,23.2121212121,11.7878787879,25.9393939394,14.696969697,11.8181818182,7.36363636364,5.09090909091,19.4242424242,4.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,75.125,73.375,28.375,61.5,5.25,17.75,13.125,19.375,11.625,25.125,13.0,10.625,6.25,4.125,19.125,lose
134.3902808927195,Kansas,Purdue,0.655,0.62,12.1,9.5,0.0,1.0,28.0,4.0,32.0,14.0,1.0,10.0,1.0,4.0,2.0,82.71875,72.375,29.5625,60.71875,8.71875,21.53125,14.875,22.34375,12.03125,26.8125,16.28125,13.09375,6.9375,4.6875,18.125,7.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,80.0,74.0,26.75,58.0,8.5,22.875,18.0,24.5,10.375,25.625,15.125,12.75,6.375,4.75,16.75,4.0,24.0,7.0,31.0,15.0,4.0,5.0,2.0,4.0,1.0,80.4838709677,67.2258064516,28.064516129,58.3870967742,9.16129032258,22.2580645161,15.1935483871,20.0,9.96774193548,28.1935483871,18.1935483871,13.2580645161,5.22580645161,2.51612903226,15.8387096774,6.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,74.5,69.375,26.125,57.875,7.625,20.5,14.625,19.25,9.375,26.375,14.25,12.625,6.625,2.25,16.25,win
134.3902808927195,Purdue,Kansas,0.62,0.655,9.5,12.1,0.0,4.0,24.0,7.0,31.0,15.0,4.0,5.0,2.0,4.0,1.0,80.4838709677,67.2258064516,28.064516129,58.3870967742,9.16129032258,22.2580645161,15.1935483871,20.0,9.96774193548,28.1935483871,18.1935483871,13.2580645161,5.22580645161,2.51612903226,15.8387096774,6.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,74.5,69.375,26.125,57.875,7.625,20.5,14.625,19.25,9.375,26.375,14.25,12.625,6.625,2.25,16.25,1.0,28.0,4.0,32.0,14.0,1.0,10.0,1.0,4.0,2.0,82.71875,72.375,29.5625,60.71875,8.71875,21.53125,14.875,22.34375,12.03125,26.8125,16.28125,13.09375,6.9375,4.6875,18.125,7.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,80.0,74.0,26.75,58.0,8.5,22.875,18.0,24.5,10.375,25.625,15.125,12.75,6.375,4.75,16.75,lose
134.34934720593958,Oregon,Louisville,0.643,0.646,7.7,12.3,0.0,3.0,28.0,5.0,33.0,16.0,3.0,7.0,0.0,5.0,2.0,78.6666666667,65.3636363636,27.9696969697,58.0606060606,8.60606060606,22.7272727273,14.1212121212,20.0,10.2727272727,25.6363636364,16.3333333333,11.7272727273,6.54545454545,6.54545454545,16.303030303,7.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,79.5,67.0,28.375,57.375,8.25,21.625,14.5,20.5,8.5,24.875,14.875,9.375,6.5,5.875,15.875,2.0,24.0,8.0,32.0,16.0,5.0,5.0,1.0,3.0,2.0,77.53125,65.84375,27.90625,61.28125,7.125,19.875,14.59375,21.3125,13.3125,26.375,13.59375,11.15625,6.75,5.46875,19.46875,5.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,77.625,75.375,28.125,60.75,7.875,21.875,13.5,20.625,12.875,25.25,13.375,11.375,6.0,4.25,19.25,win
134.34934720593958,Louisville,Oregon,0.646,0.643,12.3,7.7,0.0,2.0,24.0,8.0,32.0,16.0,5.0,5.0,1.0,3.0,2.0,77.53125,65.84375,27.90625,61.28125,7.125,19.875,14.59375,21.3125,13.3125,26.375,13.59375,11.15625,6.75,5.46875,19.46875,5.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,77.625,75.375,28.125,60.75,7.875,21.875,13.5,20.625,12.875,25.25,13.375,11.375,6.0,4.25,19.25,3.0,28.0,5.0,33.0,16.0,3.0,7.0,0.0,5.0,2.0,78.6666666667,65.3636363636,27.9696969697,58.0606060606,8.60606060606,22.7272727273,14.1212121212,20.0,10.2727272727,25.6363636364,16.3333333333,11.7272727273,6.54545454545,6.54545454545,16.303030303,7.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,79.5,67.0,28.375,57.375,8.25,21.625,14.5,20.5,8.5,24.875,14.875,9.375,6.5,5.875,15.875,lose
