day,rpi_1,rpi_2,sos_1,sos_2,seed_1,W_1,avg_ppg_1,avg_ppga_1,avg_fgm_1,avg_fga_1,avg_fgm3_1,avg_fga3_1,avg_ftm_1,avg_fta_1,avg_or_1,avg_stl_1,avg_blk_1,avg_pf_1,seed_2,result
-0.0033916849015312787,0.0667326061567194,-0.03867282241421312,0.3622661177961667,0.013114475049984605,4.0,-0.03800780135096568,-0.2092823488313824,-0.30496579241517163,-0.20130644966330904,-0.13383199215175853,0.12617337666424747,0.14261385909367322,-0.21989392042081807,-0.2471754260691716,-0.17426434953666992,-0.1699149358126562,-0.05467271126092621,-0.10680355146059596,12.0,lose
-0.15339168490153127,-0.25015051072639743,0.16339971644589046,-0.2198767393466904,0.31636357252290875,16.0,-0.0814860622205309,-0.1491250389012244,0.034462949475298044,-0.22278952523942688,-0.11395059002865934,0.12504244123345726,0.08581698436417216,-0.0260196942876462,-0.05899800416549266,0.01978960815014249,-0.11612118434449542,-0.08165670081102715,-0.1274522702492125,1.0,lose
-0.15339168490153127,-0.15144921202509865,0.11158624494329998,-0.15764762829311893,-0.16224960041932948,15.0,-0.0814860622205309,-0.259454385767099,-0.16588457830542652,-0.19380001031529265,-0.18366586731195492,-0.3381258814165234,-0.32324157273823473,-0.05985807812928471,-0.07635359365958526,0.07759708154466698,-0.23554801074801385,-0.25343870571256105,-0.12932707023829335,2.0,lose
0.34660831509846873,0.1160832555073688,0.15821836929563135,0.2122661177961668,0.1863996736059413,2.0,0.13590524212729518,0.040268662807652914,-0.10039672189039628,0.06188228795478171,-0.0583804414733157,-0.08531154886785043,-0.08462408109301384,0.037111618845634485,0.05221256926372676,-0.054119490259185714,0.04408553400118962,0.19468826359514546,0.006462014765957803,1.0,win
0.2466083150984688,0.1654339048580179,0.07790748846661602,0.4229804035104525,0.3271938974326561,1.0,0.2228617638664256,0.1375001943881856,-0.10871042398563434,0.04751811389195379,0.16111421615956426,0.11507468680077072,0.07054811395884404,0.1800112029205152,0.06767500193246496,0.2504449982425689,-0.01031621260282332,0.0184030219926084,0.0853926698098159,4.0,win
-0.10339168490153128,-0.2449557055315922,0.14785567499511348,-0.15764762829311893,-0.16224960041932948,16.0,-0.21192084482922646,-0.3771928843928122,-0.10380192859257673,-0.4911384133563639,-0.35150508162332245,-0.02103671855897472,0.029475657393745736,0.012884977428988007,-0.05109952594151312,-0.13817459213063024,0.13568099441915585,-0.14945924486527834,-0.1298794666639634,1.0,lose
0.1966083150984687,0.1446546840787974,0.03645671126454343,-0.15764762829311893,-0.16224960041932948,1.0,0.2228617638664256,0.12297183182408278,-0.023695283801802712,0.21719491997517387,0.08610983826094776,-0.09736307955076462,-0.09307772338909392,-0.04701085590429541,-0.04588653031201846,0.0986479765405658,0.09437769984555566,0.12781931739414232,-0.016638199401633958,5.0,win
-0.15339168490153127,-0.11768297825886515,0.09604220349252277,-0.03773388220383321,0.3271938974326561,14.0,-0.12496432309009613,0.20106720811792544,0.26923437165233205,0.11523493445908276,0.08852862820988326,0.2957463736781779,0.25223715968061383,0.09212604885392207,0.08145950577833372,0.025540188509461152,0.061120501616947175,-0.22262997657262545,0.2658731154384468,3.0,lose
0.2466083150984688,0.1836157230398364,0.0416380584148025,-0.15764762829311893,-0.16224960041932948,1.0,0.13590524212729518,0.19634310217821407,0.007457300283498291,0.1390897235241678,0.0887146889745446,0.06734117311572939,0.05850145810547092,0.18215581076218024,0.1244046602514738,0.1449236508786156,0.2783651029461383,0.3396293302311998,0.10212703211739446,5.0,win
-0.0033916849015312787,0.1394598788839922,-0.01017541308778822,-0.05916245363240464,-0.16739094011247027,1.0,0.13590524212729518,0.15651029983637346,0.16500711135418614,0.11672731617821715,0.10580408835364744,0.043238111749901,0.08112594586577666,0.1406469723788817,0.1162428994191013,0.0013123335499880412,0.0695729664651941,0.21709461206077726,0.04127972886530593,8.0,win
-0.15339168490153127,-0.06054012111600768,0.05459142629045019,-0.15764762829311893,-0.16224960041932948,13.0,-0.03800780135096568,-0.09962213485591563,-0.04246100707104721,0.010171261338943392,-0.05585452563008038,-0.012466741184029484,-0.07211464509729239,-0.26263585590411576,-0.08747465100250716,0.05146493603612115,-0.03528961281620775,-0.02340019480063093,0.0003019576551892105,4.0,lose
0.2466083150984688,0.04855078797490121,0.17117173717127904,0.2479804035104525,0.2152805400319341,5.0,0.048948720388164765,-0.08298755576510602,-0.09823896714877298,0.033153939829125866,-0.060906357316550724,-0.21775665374635625,-0.2613198645532211,-0.13208030034589108,-0.16178353415394706,0.056744157350451074,-0.11248012256426668,0.03784382433818759,0.05467115736505526,1.0,lose
-0.15339168490153127,-0.14885180942769605,0.1763530843215381,-0.23416245363240465,0.11419750754095935,16.0,-0.12496432309009613,0.15610946660263955,0.2696582163335951,-0.01568425196897592,-0.05585452563008038,-0.03389168462074981,0.00012734778522353654,0.4456974774286274,0.2832272604300777,-0.09952079356590632,0.1249171055306786,-0.22468389184903192,0.03270921462193084,1.0,lose
-0.0033916849015312787,0.07452481394892721,0.013140649088377608,-0.0055910250609760535,-0.06269779931824643,1.0,0.1793835029968604,-0.2602973144744493,-0.33698818299431965,-0.2490598328763691,-0.2237907834005496,-0.14958637917672613,-0.170764425294916,-0.07734173825427006,-0.0010138816591143943,-0.0723638580358804,-0.2046846576558368,-0.0105934289629876,-0.13296638786727605,8.0,win
